seq	start	end	product	substrate	composite	gc	result
NC_063025.1	368500	369500	2.3	0.1	2.2	42.7	RIP_affected
NC_063025.1	369000	370000	2.45	0.11	2.34	43.9	RIP_affected
NC_063025.1	369500	370500	2.36	0.11	2.25	45.1	RIP_affected
NC_063025.1	370000	371000	2.57	0.08	2.49	46.9	RIP_affected
NC_063025.1	370500	371500	2.43	0.14	2.3	46.0	RIP_affected
NC_063025.1	371000	372000	2.45	0.14	2.31	45.1	RIP_affected
NC_063025.1	371500	372500	2.75	0.14	2.61	45.7	RIP_affected
NC_063025.1	372000	373000	3.0	0.1	2.9	47.9	RIP_affected
NC_063025.1	372500	373500	2.73	0.08	2.65	48.4	RIP_affected
NC_063025.1	373000	374000	2.61	0.13	2.48	44.1	RIP_affected
NC_063025.1	373500	374500	2.57	0.19	2.38	42.0	RIP_affected
NC_063025.1	374000	375000	2.28	0.37	1.91	43.4	RIP_affected
NC_063025.1	374500	375500	1.52	0.71	0.82	47.7	RIP_affected
NC_063025.1	375000	376000	1.06	1.0	0.06	51.0	RIP_notaffected
NC_063025.1	375500	376500	0.87	1.22	-0.35	52.1	RIP_notaffected
NC_063025.1	376000	377000	0.85	1.22	-0.37	52.2	RIP_notaffected
NC_063025.1	376500	377500	0.81	1.15	-0.34	52.3	RIP_notaffected
NC_063025.1	377000	378000	1.04	1.0	0.04	53.4	RIP_notaffected
NC_063025.1	377500	378500	1.77	0.64	1.14	55.0	RIP_affected
NC_063025.1	378000	379000	1.52	0.63	0.9	54.7	RIP_affected
NC_063025.1	378500	379500	1.7	0.42	1.29	46.9	RIP_affected
NC_063025.1	379000	380000	2.29	0.07	2.22	43.6	RIP_affected
NC_063025.1	379500	380500	2.32	0.07	2.24	45.0	RIP_affected
NC_063025.1	380000	381000	2.3	0.12	2.18	45.1	RIP_affected
NC_063025.1	380500	381500	2.56	0.15	2.42	47.5	RIP_affected
NC_063025.1	381000	382000	2.49	0.14	2.35	46.7	RIP_affected
NC_063025.1	381500	382500	2.18	0.17	2.01	42.7	RIP_affected
NC_063025.1	382000	383000	2.16	0.17	1.99	41.5	RIP_affected
NC_063025.1	382500	383500	2.15	0.35	1.81	44.6	RIP_affected
NC_063025.1	383000	384000	1.98	0.48	1.5	48.6	RIP_affected
NC_063025.1	383500	384500	2.18	0.3	1.88	47.6	RIP_affected
NC_063025.1	384000	385000	2.37	0.2	2.17	45.9	RIP_affected
NC_063025.1	384500	385500	2.36	0.23	2.13	47.3	RIP_affected
NC_063025.1	385000	386000	2.32	0.18	2.14	46.4	RIP_affected
NC_063025.1	385500	386500	2.29	0.11	2.17	45.4	RIP_affected
NC_063025.1	386000	387000	2.48	0.1	2.37	46.3	RIP_affected
NC_063025.1	386500	387500	2.23	0.11	2.12	42.1	RIP_affected
NC_063025.1	387000	388000	2.19	0.08	2.11	41.5	RIP_affected
NC_063025.1	387500	388500	2.24	0.1	2.14	42.6	RIP_affected
NC_063025.1	388000	389000	1.97	0.16	1.8	39.0	RIP_affected
NC_063025.1	388500	389500	2.03	0.19	1.84	39.1	RIP_affected
NC_063025.1	389000	390000	1.82	0.26	1.56	39.4	RIP_affected
NC_063025.1	389500	390500	1.93	0.19	1.74	37.0	RIP_affected
NC_063025.1	390000	391000	2.18	0.13	2.05	36.9	RIP_affected
NC_063025.1	390500	391500	1.97	0.2	1.77	40.4	RIP_affected
NC_063025.1	391000	392000	2.01	0.28	1.74	39.6	RIP_affected
NC_063025.1	391500	392500	2.01	0.33	1.68	37.3	RIP_affected
NC_063025.1	392000	393000	2.06	0.41	1.65	39.1	RIP_affected
NC_063025.1	392500	393500	2.32	0.44	1.87	41.8	RIP_affected
NC_063025.1	393000	394000	2.14	0.39	1.75	41.1	RIP_affected
NC_063025.1	393500	394500	2.07	0.31	1.75	39.8	RIP_affected
NC_063025.1	394000	395000	2.14	0.33	1.81	41.1	RIP_affected
NC_063025.1	394500	395500	2.25	0.32	1.92	42.2	RIP_affected
NC_063025.1	395000	396000	1.88	0.34	1.54	41.0	RIP_affected
NC_063025.1	395500	396500	1.86	0.44	1.42	39.1	RIP_affected
NC_063025.1	396000	397000	2.04	0.53	1.51	38.4	RIP_affected
NC_063025.1	396500	397500	1.82	0.54	1.28	37.6	RIP_affected
NC_063025.1	397000	398000	1.94	0.2	1.74	40.5	RIP_affected
NC_063025.1	397500	398500	2.14	0.03	2.11	43.6	RIP_affected
NC_063025.1	398000	399000	2.42	0.02	2.4	44.6	RIP_affected
NC_063025.1	398500	399500	2.77	0.03	2.75	48.9	RIP_affected
NC_063025.1	399000	400000	2.54	0.02	2.52	50.1	RIP_affected
NC_063025.1	399500	400500	2.33	0.02	2.32	47.9	RIP_affected
NC_063025.1	400000	401000	2.02	0.17	1.86	44.9	RIP_affected
NC_063025.1	400500	401500	1.89	0.33	1.56	44.1	RIP_affected
NC_063025.1	401000	402000	1.92	0.29	1.63	43.8	RIP_affected
NC_063025.1	401500	402500	1.94	0.19	1.74	42.3	RIP_affected
NC_063025.1	402000	403000	2.1	0.19	1.91	43.3	RIP_affected
NC_063025.1	402500	403500	2.27	0.25	2.02	44.5	RIP_affected
NC_063025.1	403000	404000	2.31	0.18	2.13	45.4	RIP_affected
NC_063025.1	403500	404500	2.34	0.13	2.21	44.1	RIP_affected
NC_063025.1	404000	405000	2.29	0.15	2.14	41.8	RIP_affected
NC_063025.1	404500	405500	2.26	0.26	2.0	41.9	RIP_affected
NC_063025.1	405000	406000	2.25	0.31	1.94	43.9	RIP_affected
NC_063025.1	405500	406500	2.12	0.28	1.83	45.7	RIP_affected
NC_063025.1	406000	407000	2.04	0.24	1.8	45.7	RIP_affected
NC_063025.1	406500	407500	2.18	0.17	2.02	43.8	RIP_affected
NC_063025.1	407000	408000	2.47	0.19	2.28	46.6	RIP_affected
NC_063025.1	407500	408500	2.67	0.2	2.48	48.5	RIP_affected
NC_063025.1	408000	409000	2.51	0.2	2.31	45.4	RIP_affected
NC_063025.1	408500	409500	2.34	0.2	2.14	45.7	RIP_affected
NC_063025.1	409000	410000	2.64	0.15	2.48	48.6	RIP_affected
NC_063025.1	409500	410500	2.25	0.17	2.08	44.7	RIP_affected
NC_063025.1	410000	411000	1.78	0.16	1.61	41.2	RIP_affected
NC_063025.1	410500	411500	2.25	0.12	2.14	46.2	RIP_affected
NC_063025.1	411000	412000	2.42	0.1	2.33	46.0	RIP_affected
NC_063025.1	411500	412500	2.3	0.05	2.25	45.0	RIP_affected
NC_063025.1	412000	413000	2.39	0.04	2.35	42.6	RIP_affected
NC_063025.1	412500	413500	2.27	0.13	2.14	38.9	RIP_affected
NC_063025.1	413000	414000	1.67	0.67	1.0	45.1	RIP_affected
NC_063025.1	413500	414500	1.0	1.26	-0.26	48.6	RIP_notaffected
NC_063025.1	414000	415000	1.09	1.21	-0.12	47.8	RIP_notaffected
NC_063025.1	414500	415500	1.53	0.69	0.84	45.6	RIP_affected
NC_063025.1	415000	416000	1.94	0.47	1.47	42.7	RIP_affected
NC_063025.1	415500	416500	1.82	0.74	1.08	48.2	RIP_affected
NC_063025.1	416000	417000	1.69	0.6	1.08	43.9	RIP_affected
NC_063025.1	416500	417500	1.77	0.19	1.58	34.4	RIP_affected
NC_063025.1	417000	418000	1.82	0.16	1.66	35.3	RIP_affected
NC_063025.1	417500	418500	1.81	0.09	1.73	37.5	RIP_affected
NC_063025.1	418000	419000	1.84	0.07	1.77	38.7	RIP_affected
NC_063025.1	418500	419500	1.95	0.15	1.8	39.4	RIP_affected
NC_063025.1	419000	420000	1.95	0.51	1.43	45.0	RIP_affected
NC_063025.1	419500	420500	1.32	0.87	0.45	55.5	RIP_notaffected
NC_063025.1	420000	421000	0.7	1.19	-0.49	58.0	RIP_notaffected
NC_063025.1	420500	421500	0.76	1.17	-0.41	53.7	RIP_notaffected
NC_063025.1	421000	422000	0.71	1.12	-0.41	54.0	RIP_notaffected
NC_063025.1	421500	422500	0.55	1.27	-0.73	54.6	RIP_notaffected
NC_063025.1	422000	423000	0.63	1.12	-0.49	55.6	RIP_notaffected
NC_063025.1	422500	423500	0.8	1.0	-0.2	54.8	RIP_notaffected
NC_063025.1	423000	424000	0.79	1.08	-0.29	51.6	RIP_notaffected
NC_063025.1	423500	424500	0.9	1.11	-0.21	51.6	RIP_notaffected
NC_063025.1	424000	425000	1.08	1.04	0.04	51.6	RIP_notaffected
NC_063025.1	424500	425500	1.38	0.78	0.6	46.5	RIP_notaffected
NC_063025.1	425000	426000	1.97	0.27	1.71	44.8	RIP_affected
NC_063025.1	425500	426500	2.22	0.07	2.15	42.5	RIP_affected
NC_063025.1	426000	427000	2.01	0.24	1.77	42.7	RIP_affected
NC_063025.1	426500	427500	2.15	0.38	1.77	45.3	RIP_affected
NC_063025.1	427000	428000	1.98	0.58	1.4	49.1	RIP_affected
NC_063025.1	427500	428500	1.52	0.85	0.68	56.2	RIP_notaffected
NC_063025.1	428000	429000	1.18	1.05	0.13	55.8	RIP_notaffected
NC_063025.1	428500	429500	1.25	0.99	0.26	54.9	RIP_notaffected
NC_063025.1	429000	430000	1.49	0.97	0.51	56.9	RIP_notaffected
NC_063025.1	429500	430500	1.16	1.09	0.07	56.8	RIP_notaffected
NC_063025.1	430000	431000	1.08	0.98	0.1	55.3	RIP_notaffected
NC_063025.1	430500	431500	1.27	0.96	0.3	56.4	RIP_notaffected
NC_063025.1	431000	432000	1.12	1.15	-0.03	56.3	RIP_notaffected
NC_063025.1	431500	432500	1.18	1.18	-0.0	52.3	RIP_notaffected
NC_063025.1	432000	433000	1.7	0.6	1.1	47.8	RIP_affected
NC_063025.1	432500	433500	2.19	0.2	1.99	46.4	RIP_affected
NC_063025.1	433000	434000	2.41	0.15	2.25	44.2	RIP_affected
NC_063025.1	433500	434500	2.4	0.15	2.25	46.6	RIP_affected
NC_063025.1	434000	435000	2.53	0.2	2.32	48.7	RIP_affected
NC_063025.1	434500	435500	2.29	0.23	2.06	46.5	RIP_affected
NC_063025.1	435000	436000	2.24	0.2	2.04	45.7	RIP_affected
NC_063025.1	435500	436500	2.22	0.18	2.04	45.8	RIP_affected
NC_063025.1	436000	437000	2.05	0.21	1.84	44.8	RIP_affected
NC_063025.1	436500	437500	2.05	0.18	1.87	43.5	RIP_affected
NC_063025.1	437000	438000	2.03	0.34	1.68	41.3	RIP_affected
NC_063025.1	437500	438500	1.94	0.55	1.39	38.0	RIP_affected
NC_063025.1	438000	439000	1.95	0.6	1.34	38.1	RIP_affected
NC_063025.1	438500	439500	2.24	0.6	1.64	39.4	RIP_affected
NC_063025.1	439000	440000	2.27	0.64	1.63	40.1	RIP_affected
NC_063025.1	439500	440500	1.87	0.79	1.08	39.0	RIP_notaffected
NC_063025.1	440000	441000	1.59	0.91	0.68	37.9	RIP_notaffected
NC_063025.1	440500	441500	1.77	0.8	0.98	38.6	RIP_notaffected
NC_063025.1	441000	442000	2.07	0.54	1.53	39.1	RIP_affected
NC_063025.1	441500	442500	1.85	0.37	1.48	38.9	RIP_affected
NC_063025.1	442000	443000	1.86	0.33	1.53	40.0	RIP_affected
NC_063025.1	442500	443500	1.88	0.32	1.56	39.9	RIP_affected
NC_063025.1	443000	444000	1.77	0.23	1.54	39.5	RIP_affected
NC_063025.1	443500	444500	1.95	0.08	1.88	40.8	RIP_affected
NC_063025.1	444000	445000	2.15	0.09	2.06	42.0	RIP_affected
NC_063025.1	444500	445500	2.3	0.12	2.18	44.6	RIP_affected
NC_063025.1	445000	446000	2.29	0.14	2.14	45.4	RIP_affected
NC_063025.1	445500	446500	2.0	0.5	1.5	50.0	RIP_affected
NC_063025.1	446000	447000	1.62	0.87	0.76	56.2	RIP_notaffected
NC_063025.1	446500	447500	1.74	0.91	0.83	54.0	RIP_notaffected
NC_063025.1	447000	448000	1.46	0.85	0.61	51.7	RIP_notaffected
NC_063025.1	447500	448500	1.13	0.95	0.18	51.8	RIP_notaffected
NC_063025.1	448000	449000	1.15	1.14	0.01	53.0	RIP_notaffected
NC_063025.1	448500	449500	1.44	0.84	0.61	50.5	RIP_notaffected
NC_063025.1	449000	450000	1.8	0.31	1.5	42.7	RIP_affected
NC_063025.1	449500	450500	1.92	0.06	1.86	38.7	RIP_affected
NC_063025.1	450000	451000	1.78	0.07	1.71	37.3	RIP_affected
NC_063025.1	450500	451500	1.49	0.42	1.08	40.8	RIP_affected
NC_063025.1	451000	452000	1.03	1.0	0.03	51.4	RIP_notaffected
NC_063025.1	451500	452500	0.87	1.15	-0.28	51.8	RIP_notaffected
NC_063025.1	452000	453000	1.57	0.54	1.03	43.5	RIP_affected
NC_063025.1	452500	453500	2.0	0.15	1.85	42.9	RIP_affected
NC_063025.1	453000	454000	2.32	0.08	2.24	45.2	RIP_affected
NC_063025.1	453500	454500	2.77	0.02	2.75	47.8	RIP_affected
NC_063025.1	454000	455000	2.5	0.08	2.42	49.8	RIP_affected
NC_063025.1	454500	455500	1.44	0.71	0.73	49.5	RIP_affected
NC_063025.1	455000	456000	0.8	1.05	-0.25	51.5	RIP_notaffected
NC_063025.1	455500	456500	0.71	1.06	-0.36	52.1	RIP_notaffected
NC_063025.1	456000	457000	0.5	1.08	-0.58	55.4	RIP_notaffected
NC_063025.1	456500	457500	0.82	0.97	-0.15	53.5	RIP_notaffected
NC_063025.1	457000	458000	1.69	0.51	1.17	48.1	RIP_affected
NC_063025.1	457500	458500	1.99	0.12	1.87	46.0	RIP_affected
NC_063025.1	458000	459000	1.92	0.3	1.62	45.3	RIP_affected
NC_063025.1	458500	459500	1.92	0.3	1.62	44.5	RIP_affected
NC_063025.1	459000	460000	1.9	0.18	1.72	41.9	RIP_affected
NC_063025.1	459500	460486	2.28	0.14	2.14	42.39	RIP_affected
